Tipo de jornada;Comunidades y Ciudades Autonómas;Decil;Periodo;Total
Jornada a tiempo parcial;06 Cantabria;7;2014;1.886,5
Jornada a tiempo parcial;06 Cantabria;7;2013;2.092,9
Jornada a tiempo parcial;06 Cantabria;7;2012;1.895,2
Jornada a tiempo parcial;06 Cantabria;7;2011;..
Jornada a tiempo parcial;06 Cantabria;7;2010;2.074,2
Jornada a tiempo parcial;06 Cantabria;7;2009;1.837,3
Jornada a tiempo parcial;06 Cantabria;7;2008;1.757,6
Jornada a tiempo parcial;06 Cantabria;7;2007;1.587,7
Jornada a tiempo parcial;06 Cantabria;7;2006;1.542,6
Jornada a tiempo parcial;06 Cantabria;8;2024;..
Jornada a tiempo parcial;06 Cantabria;8;2023;..
Jornada a tiempo parcial;06 Cantabria;8;2022;2.386,1
Jornada a tiempo parcial;06 Cantabria;8;2021;2.334,7
Jornada a tiempo parcial;06 Cantabria;8;2020;2.647,6
Jornada a tiempo parcial;06 Cantabria;8;2019;2.247,6
Jornada a tiempo parcial;06 Cantabria;8;2018;2.305,6
Jornada a tiempo parcial;06 Cantabria;8;2017;..
Jornada a tiempo parcial;06 Cantabria;8;2016;..
Jornada a tiempo parcial;06 Cantabria;8;2015;..
Jornada a tiempo parcial;06 Cantabria;8;2014;..
Jornada a tiempo parcial;06 Cantabria;8;2013;2.299,4
Jornada a tiempo parcial;06 Cantabria;8;2012;..
Jornada a tiempo parcial;06 Cantabria;8;2011;..
Jornada a tiempo parcial;06 Cantabria;8;2010;..
Jornada a tiempo parcial;06 Cantabria;8;2009;2.216,3
Jornada a tiempo parcial;06 Cantabria;8;2008;..
Jornada a tiempo parcial;06 Cantabria;8;2007;1.897,5
Jornada a tiempo parcial;06 Cantabria;8;2006;2.039,4
Jornada a tiempo parcial;06 Cantabria;9;2024;..
Jornada a tiempo parcial;06 Cantabria;9;2023;..
Jornada a tiempo parcial;06 Cantabria;9;2022;2.868,4
Jornada a tiempo parcial;06 Cantabria;9;2021;..
Jornada a tiempo parcial;06 Cantabria;9;2020;..
Jornada a tiempo parcial;06 Cantabria;9;2019;..
Jornada a tiempo parcial;06 Cantabria;9;2018;..
Jornada a tiempo parcial;06 Cantabria;9;2017;..
Jornada a tiempo parcial;06 Cantabria;9;2016;..
Jornada a tiempo parcial;06 Cantabria;9;2015;2.877,9
Jornada a tiempo parcial;06 Cantabria;9;2014;..
Jornada a tiempo parcial;06 Cantabria;9;2013;..
Jornada a tiempo parcial;06 Cantabria;9;2012;2.666,7
Jornada a tiempo parcial;06 Cantabria;9;2011;..
Jornada a tiempo parcial;06 Cantabria;9;2010;..
Jornada a tiempo parcial;06 Cantabria;9;2009;..
Jornada a tiempo parcial;06 Cantabria;9;2008;2.396,8
Jornada a tiempo parcial;06 Cantabria;9;2007;..
Jornada a tiempo parcial;06 Cantabria;9;2006;2.494,4
Jornada a tiempo parcial;06 Cantabria;10;2024;..
Jornada a tiempo parcial;06 Cantabria;10;2023;..
Jornada a tiempo parcial;06 Cantabria;10;2022;..
Jornada a tiempo parcial;06 Cantabria;10;2021;..
Jornada a tiempo parcial;06 Cantabria;10;2020;..
Jornada a tiempo parcial;06 Cantabria;10;2019;..
Jornada a tiempo parcial;06 Cantabria;10;2018;..
Jornada a tiempo parcial;06 Cantabria;10;2017;..
Jornada a tiempo parcial;06 Cantabria;10;2016;..
Jornada a tiempo parcial;06 Cantabria;10;2015;..
Jornada a tiempo parcial;06 Cantabria;10;2014;..
Jornada a tiempo parcial;06 Cantabria;10;2013;..
Jornada a tiempo parcial;06 Cantabria;10;2012;..
Jornada a tiempo parcial;06 Cantabria;10;2011;..
Jornada a tiempo parcial;06 Cantabria;10;2010;..
Jornada a tiempo parcial;06 Cantabria;10;2009;..
Jornada a tiempo parcial;06 Cantabria;10;2008;..
Jornada a tiempo parcial;06 Cantabria;10;2007;..
Jornada a tiempo parcial;06 Cantabria;10;2006;..
Jornada a tiempo parcial;07 Castilla y León;Total;2024;942,1
Jornada a tiempo parcial;07 Castilla y León;Total;2023;938,1
Jornada a tiempo parcial;07 Castilla y León;Total;2022;867,8
Jornada a tiempo parcial;07 Castilla y León;Total;2021;832,4
Jornada a tiempo parcial;07 Castilla y León;Total;2020;804,3
Jornada a tiempo parcial;07 Castilla y León;Total;2019;809,5
Jornada a tiempo parcial;07 Castilla y León;Total;2018;739,0
Jornada a tiempo parcial;07 Castilla y León;Total;2017;691,3
Jornada a tiempo parcial;07 Castilla y León;Total;2016;717,6
Jornada a tiempo parcial;07 Castilla y León;Total;2015;652,8
Jornada a tiempo parcial;07 Castilla y León;Total;2014;644,1
Jornada a tiempo parcial;07 Castilla y León;Total;2013;686,2
Jornada a tiempo parcial;07 Castilla y León;Total;2012;700,6
Jornada a tiempo parcial;07 Castilla y León;Total;2011;729,8
Jornada a tiempo parcial;07 Castilla y León;Total;2010;700,8
Jornada a tiempo parcial;07 Castilla y León;Total;2009;676,7
Jornada a tiempo parcial;07 Castilla y León;Total;2008;692,7
Jornada a tiempo parcial;07 Castilla y León;Total;2007;630,3
Jornada a tiempo parcial;07 Castilla y León;Total;2006;577,9
Jornada a tiempo parcial;07 Castilla y León;1;2024;694,7
Jornada a tiempo parcial;07 Castilla y León;1;2023;635,4
Jornada a tiempo parcial;07 Castilla y León;1;2022;612,6
Jornada a tiempo parcial;07 Castilla y León;1;2021;520,3
Jornada a tiempo parcial;07 Castilla y León;1;2020;493,6
Jornada a tiempo parcial;07 Castilla y León;1;2019;547,9
Jornada a tiempo parcial;07 Castilla y León;1;2018;468,9
Jornada a tiempo parcial;07 Castilla y León;1;2017;471,6
Jornada a tiempo parcial;07 Castilla y León;1;2016;449,7
Jornada a tiempo parcial;07 Castilla y León;1;2015;390,2
Jornada a tiempo parcial;07 Castilla y León;1;2014;412,7
Jornada a tiempo parcial;07 Castilla y León;1;2013;377,5
Jornada a tiempo parcial;07 Castilla y León;1;2012;432,0
Jornada a tiempo parcial;07 Castilla y León;1;2011;474,1
Jornada a tiempo parcial;07 Castilla y León;1;2010;450,0
Jornada a tiempo parcial;07 Castilla y León;1;2009;497,5
Jornada a tiempo parcial;07 Castilla y León;1;2008;450,3
Jornada a tiempo parcial;07 Castilla y León;1;2007;485,0
Jornada a tiempo parcial;07 Castilla y León;1;2006;433,5
Jornada a tiempo parcial;07 Castilla y León;2;2024;1.198,9
Jornada a tiempo parcial;07 Castilla y León;2;2023;1.129,9
Jornada a tiempo parcial;07 Castilla y León;2;2022;1.059,9
Jornada a tiempo parcial;07 Castilla y León;2;2021;990,1
Jornada a tiempo parcial;07 Castilla y León;2;2020;966,5
Jornada a tiempo parcial;07 Castilla y León;2;2019;939,4
Jornada a tiempo parcial;07 Castilla y León;2;2018;874,2
Jornada a tiempo parcial;07 Castilla y León;2;2017;828,1
Jornada a tiempo parcial;07 Castilla y León;2;2016;827,8
Jornada a tiempo parcial;07 Castilla y León;2;2015;791,6
Jornada a tiempo parcial;07 Castilla y León;2;2014;784,4
Jornada a tiempo parcial;07 Castilla y León;2;2013;774,5
Jornada a tiempo parcial;07 Castilla y León;2;2012;808,9
Jornada a tiempo parcial;07 Castilla y León;2;2011;830,8
Jornada a tiempo parcial;07 Castilla y León;2;2010;855,6
Jornada a tiempo parcial;07 Castilla y León;2;2009;847,0
Jornada a tiempo parcial;07 Castilla y León;2;2008;848,4
Jornada a tiempo parcial;07 Castilla y León;2;2007;806,5
Jornada a tiempo parcial;07 Castilla y León;2;2006;739,6
Jornada a tiempo parcial;07 Castilla y León;3;2024;1.486,3
Jornada a tiempo parcial;07 Castilla y León;3;2023;1.434,0
Jornada a tiempo parcial;07 Castilla y León;3;2022;1.343,2
Jornada a tiempo parcial;07 Castilla y León;3;2021;1.279,1
Jornada a tiempo parcial;07 Castilla y León;3;2020;1.233,8
Jornada a tiempo parcial;07 Castilla y León;3;2019;1.205,8
Jornada a tiempo parcial;07 Castilla y León;3;2018;1.141,1
Jornada a tiempo parcial;07 Castilla y León;3;2017;1.116,0
Jornada a tiempo parcial;07 Castilla y León;3;2016;1.106,5
Jornada a tiempo parcial;07 Castilla y León;3;2015;1.082,4
Jornada a tiempo parcial;07 Castilla y León;3;2014;1.076,6
Jornada a tiempo parcial;07 Castilla y León;3;2013;1.091,0
Jornada a tiempo parcial;07 Castilla y León;3;2012;1.091,7
Jornada a tiempo parcial;07 Castilla y León;3;2011;1.125,1
Jornada a tiempo parcial;07 Castilla y León;3;2010;1.116,8
Jornada a tiempo parcial;07 Castilla y León;3;2009;1.106,5
Jornada a tiempo parcial;07 Castilla y León;3;2008;1.093,7
Jornada a tiempo parcial;07 Castilla y León;3;2007;1.044,9
Jornada a tiempo parcial;07 Castilla y León;3;2006;978,8
Jornada a tiempo parcial;07 Castilla y León;4;2024;1.688,8
Jornada a tiempo parcial;07 Castilla y León;4;2023;1.609,3
Jornada a tiempo parcial;07 Castilla y León;4;2022;1.496,5
Jornada a tiempo parcial;07 Castilla y León;4;2021;1.446,5
Jornada a tiempo parcial;07 Castilla y León;4;2020;1.423,0
Jornada a tiempo parcial;07 Castilla y León;4;2019;1.422,2
Jornada a tiempo parcial;07 Castilla y León;4;2018;1.349,6
Jornada a tiempo parcial;07 Castilla y León;4;2017;1.316,9
Jornada a tiempo parcial;07 Castilla y León;4;2016;1.338,1
Jornada a tiempo parcial;07 Castilla y León;4;2015;1.288,8
Jornada a tiempo parcial;07 Castilla y León;4;2014;1.311,4
Jornada a tiempo parcial;07 Castilla y León;4;2013;1.296,1
Jornada a tiempo parcial;07 Castilla y León;4;2012;1.278,3
Jornada a tiempo parcial;07 Castilla y León;4;2011;1.284,5
Jornada a tiempo parcial;07 Castilla y León;4;2010;1.296,7
Jornada a tiempo parcial;07 Castilla y León;4;2009;1.273,3
Jornada a tiempo parcial;07 Castilla y León;4;2008;1.250,7
Jornada a tiempo parcial;07 Castilla y León;4;2007;1.239,5
Jornada a tiempo parcial;07 Castilla y León;4;2006;1.144,3
Jornada a tiempo parcial;07 Castilla y León;5;2024;1.832,4
Jornada a tiempo parcial;07 Castilla y León;5;2023;1.828,8
Jornada a tiempo parcial;07 Castilla y León;5;2022;1.672,8
Jornada a tiempo parcial;07 Castilla y León;5;2021;1.681,1
Jornada a tiempo parcial;07 Castilla y León;5;2020;1.596,1
Jornada a tiempo parcial;07 Castilla y León;5;2019;1.591,5
Jornada a tiempo parcial;07 Castilla y León;5;2018;1.548,1
Jornada a tiempo parcial;07 Castilla y León;5;2017;1.499,3
Jornada a tiempo parcial;07 Castilla y León;5;2016;1.482,5
Jornada a tiempo parcial;07 Castilla y León;5;2015;1.531,9
Jornada a tiempo parcial;07 Castilla y León;5;2014;1.485,5
Jornada a tiempo parcial;07 Castilla y León;5;2013;1.494,8
Jornada a tiempo parcial;07 Castilla y León;5;2012;1.470,4
Jornada a tiempo parcial;07 Castilla y León;5;2011;1.478,4
Jornada a tiempo parcial;07 Castilla y León;5;2010;1.460,0
Jornada a tiempo parcial;07 Castilla y León;5;2009;1.429,9
Jornada a tiempo parcial;07 Castilla y León;5;2008;1.389,9
Jornada a tiempo parcial;07 Castilla y León;5;2007;1.337,7
Jornada a tiempo parcial;07 Castilla y León;5;2006;1.276,9
Jornada a tiempo parcial;07 Castilla y León;6;2024;2.090,2
Jornada a tiempo parcial;07 Castilla y León;6;2023;2.031,2
Jornada a tiempo parcial;07 Castilla y León;6;2022;1.917,6
Jornada a tiempo parcial;07 Castilla y León;6;2021;1.825,7
Jornada a tiempo parcial;07 Castilla y León;6;2020;1.880,7
Jornada a tiempo parcial;07 Castilla y León;6;2019;1.826,9
Jornada a tiempo parcial;07 Castilla y León;6;2018;1.747,0
Jornada a tiempo parcial;07 Castilla y León;6;2017;1.636,1
Jornada a tiempo parcial;07 Castilla y León;6;2016;1.726,1
Jornada a tiempo parcial;07 Castilla y León;6;2015;1.677,7
Jornada a tiempo parcial;07 Castilla y León;6;2014;1.728,6
Jornada a tiempo parcial;07 Castilla y León;6;2013;1.636,5
Jornada a tiempo parcial;07 Castilla y León;6;2012;1.668,4
Jornada a tiempo parcial;07 Castilla y León;6;2011;1.647,9
Jornada a tiempo parcial;07 Castilla y León;6;2010;1.647,4
Jornada a tiempo parcial;07 Castilla y León;6;2009;1.651,6
Jornada a tiempo parcial;07 Castilla y León;6;2008;1.564,9
Jornada a tiempo parcial;07 Castilla y León;6;2007;1.472,6
Jornada a tiempo parcial;07 Castilla y León;6;2006;1.372,1
Jornada a tiempo parcial;07 Castilla y León;7;2024;2.334,6
Jornada a tiempo parcial;07 Castilla y León;7;2023;2.334,3
Jornada a tiempo parcial;07 Castilla y León;7;2022;2.155,8
Jornada a tiempo parcial;07 Castilla y León;7;2021;2.089,2
Jornada a tiempo parcial;07 Castilla y León;7;2020;2.130,4
Jornada a tiempo parcial;07 Castilla y León;7;2019;2.043,7
Jornada a tiempo parcial;07 Castilla y León;7;2018;1.969,5
Jornada a tiempo parcial;07 Castilla y León;7;2017;1.935,2
Jornada a tiempo parcial;07 Castilla y León;7;2016;1.975,6
Jornada a tiempo parcial;07 Castilla y León;7;2015;1.956,0
Jornada a tiempo parcial;07 Castilla y León;7;2014;2.100,0
Jornada a tiempo parcial;07 Castilla y León;7;2013;1.936,1
Jornada a tiempo parcial;07 Castilla y León;7;2012;1.948,8
Jornada a tiempo parcial;07 Castilla y León;7;2011;1.919,3
Jornada a tiempo parcial;07 Castilla y León;7;2010;1.991,7
Jornada a tiempo parcial;07 Castilla y León;7;2009;1.860,0
Jornada a tiempo parcial;07 Castilla y León;7;2008;1.825,5
Jornada a tiempo parcial;07 Castilla y León;7;2007;1.669,5
Jornada a tiempo parcial;07 Castilla y León;7;2006;1.678,9
Jornada a tiempo parcial;07 Castilla y León;8;2024;2.925,8
Jornada a tiempo parcial;07 Castilla y León;8;2023;..
Jornada a tiempo parcial;07 Castilla y León;8;2022;2.532,4
Jornada a tiempo parcial;07 Castilla y León;8;2021;2.477,1
Jornada a tiempo parcial;07 Castilla y León;8;2020;2.533,8
Jornada a tiempo parcial;07 Castilla y León;8;2019;2.487,9
Jornada a tiempo parcial;07 Castilla y León;8;2018;2.445,2
Jornada a tiempo parcial;07 Castilla y León;8;2017;..
Jornada a tiempo parcial;07 Castilla y León;8;2016;2.294,1
Jornada a tiempo parcial;07 Castilla y León;8;2015;2.158,4
Jornada a tiempo parcial;07 Castilla y León;8;2014;2.310,4
Jornada a tiempo parcial;07 Castilla y León;8;2013;2.345,3
Jornada a tiempo parcial;07 Castilla y León;8;2012;2.451,9
Jornada a tiempo parcial;07 Castilla y León;8;2011;2.222,2
Jornada a tiempo parcial;07 Castilla y León;8;2010;2.246,0
Jornada a tiempo parcial;07 Castilla y León;8;2009;2.231,1
Jornada a tiempo parcial;07 Castilla y León;8;2008;2.192,5
Jornada a tiempo parcial;07 Castilla y León;8;2007;1.983,9
Jornada a tiempo parcial;07 Castilla y León;8;2006;1.890,3
Jornada a tiempo parcial;07 Castilla y León;9;2024;3.248,1
Jornada a tiempo parcial;07 Castilla y León;9;2023;3.190,6
Jornada a tiempo parcial;07 Castilla y León;9;2022;..
Jornada a tiempo parcial;07 Castilla y León;9;2021;2.976,4
Jornada a tiempo parcial;07 Castilla y León;9;2020;2.975,2
Jornada a tiempo parcial;07 Castilla y León;9;2019;2.769,5
Jornada a tiempo parcial;07 Castilla y León;9;2018;2.845,2
Jornada a tiempo parcial;07 Castilla y León;9;2017;2.923,0
Jornada a tiempo parcial;07 Castilla y León;9;2016;2.958,0
Jornada a tiempo parcial;07 Castilla y León;9;2015;2.877,9
Jornada a tiempo parcial;07 Castilla y León;9;2014;2.750,2
Jornada a tiempo parcial;07 Castilla y León;9;2013;2.770,1
Jornada a tiempo parcial;07 Castilla y León;9;2012;..
Jornada a tiempo parcial;07 Castilla y León;9;2011;2.532,1
Jornada a tiempo parcial;07 Castilla y León;9;2010;2.845,5
Jornada a tiempo parcial;07 Castilla y León;9;2009;2.577,0
Jornada a tiempo parcial;07 Castilla y León;9;2008;2.823,8
Jornada a tiempo parcial;07 Castilla y León;9;2007;2.577,7
Jornada a tiempo parcial;07 Castilla y León;9;2006;..
Jornada a tiempo parcial;07 Castilla y León;10;2024;..
Jornada a tiempo parcial;07 Castilla y León;10;2023;..
Jornada a tiempo parcial;07 Castilla y León;10;2022;..
Jornada a tiempo parcial;07 Castilla y León;10;2021;..
Jornada a tiempo parcial;07 Castilla y León;10;2020;..
Jornada a tiempo parcial;07 Castilla y León;10;2019;..
Jornada a tiempo parcial;07 Castilla y León;10;2018;..
Jornada a tiempo parcial;07 Castilla y León;10;2017;..
Jornada a tiempo parcial;07 Castilla y León;10;2016;..
Jornada a tiempo parcial;07 Castilla y León;10;2015;..
Jornada a tiempo parcial;07 Castilla y León;10;2014;..
Jornada a tiempo parcial;07 Castilla y León;10;2013;..
Jornada a tiempo parcial;07 Castilla y León;10;2012;..
Jornada a tiempo parcial;07 Castilla y León;10;2011;..
Jornada a tiempo parcial;07 Castilla y León;10;2010;..
Jornada a tiempo parcial;07 Castilla y León;10;2009;..
Jornada a tiempo parcial;07 Castilla y León;10;2008;..
Jornada a tiempo parcial;07 Castilla y León;10;2007;..
Jornada a tiempo parcial;07 Castilla y León;10;2006;..
Jornada a tiempo parcial;08 Castilla - La Mancha;Total;2024;1.014,8
Jornada a tiempo parcial;08 Castilla - La Mancha;Total;2023;903,6
Jornada a tiempo parcial;08 Castilla - La Mancha;Total;2022;891,9
Jornada a tiempo parcial;08 Castilla - La Mancha;Total;2021;843,7
Jornada a tiempo parcial;08 Castilla - La Mancha;Total;2020;760,0
Jornada a tiempo parcial;08 Castilla - La Mancha;Total;2019;784,6
Jornada a tiempo parcial;08 Castilla - La Mancha;Total;2018;718,1
Jornada a tiempo parcial;08 Castilla - La Mancha;Total;2017;700,4
Jornada a tiempo parcial;08 Castilla - La Mancha;Total;2016;683,4
Jornada a tiempo parcial;08 Castilla - La Mancha;Total;2015;726,5
Jornada a tiempo parcial;08 Castilla - La Mancha;Total;2014;682,7
Jornada a tiempo parcial;08 Castilla - La Mancha;Total;2013;692,3
Jornada a tiempo parcial;08 Castilla - La Mancha;Total;2012;673,4
Jornada a tiempo parcial;08 Castilla - La Mancha;Total;2011;703,4
Jornada a tiempo parcial;08 Castilla - La Mancha;Total;2010;667,7
Jornada a tiempo parcial;08 Castilla - La Mancha;Total;2009;647,2
Jornada a tiempo parcial;08 Castilla - La Mancha;Total;2008;659,3
Jornada a tiempo parcial;08 Castilla - La Mancha;Total;2007;676,7
Jornada a tiempo parcial;08 Castilla - La Mancha;Total;2006;619,2
Jornada a tiempo parcial;08 Castilla - La Mancha;1;2024;706,1
Jornada a tiempo parcial;08 Castilla - La Mancha;1;2023;628,1
Jornada a tiempo parcial;08 Castilla - La Mancha;1;2022;597,0
Jornada a tiempo parcial;08 Castilla - La Mancha;1;2021;561,3
Jornada a tiempo parcial;08 Castilla - La Mancha;1;2020;501,4
Jornada a tiempo parcial;08 Castilla - La Mancha;1;2019;528,8
Jornada a tiempo parcial;08 Castilla - La Mancha;1;2018;473,2
Jornada a tiempo parcial;08 Castilla - La Mancha;1;2017;439,9
Jornada a tiempo parcial;08 Castilla - La Mancha;1;2016;444,3
Jornada a tiempo parcial;08 Castilla - La Mancha;1;2015;418,2
Jornada a tiempo parcial;08 Castilla - La Mancha;1;2014;432,2
Jornada a tiempo parcial;08 Castilla - La Mancha;1;2013;400,3
Jornada a tiempo parcial;08 Castilla - La Mancha;1;2012;426,3
Jornada a tiempo parcial;08 Castilla - La Mancha;1;2011;456,2
Jornada a tiempo parcial;08 Castilla - La Mancha;1;2010;460,2
Jornada a tiempo parcial;08 Castilla - La Mancha;1;2009;474,2
Jornada a tiempo parcial;08 Castilla - La Mancha;1;2008;469,7
Jornada a tiempo parcial;08 Castilla - La Mancha;1;2007;486,7
Jornada a tiempo parcial;08 Castilla - La Mancha;1;2006;449,1
Jornada a tiempo parcial;08 Castilla - La Mancha;2;2024;1.248,5
Jornada a tiempo parcial;08 Castilla - La Mancha;2;2023;1.131,0
Jornada a tiempo parcial;08 Castilla - La Mancha;2;2022;1.065,1
Jornada a tiempo parcial;08 Castilla - La Mancha;2;2021;983,3
Jornada a tiempo parcial;08 Castilla - La Mancha;2;2020;939,7
Jornada a tiempo parcial;08 Castilla - La Mancha;2;2019;952,1
Jornada a tiempo parcial;08 Castilla - La Mancha;2;2018;871,6
Jornada a tiempo parcial;08 Castilla - La Mancha;2;2017;838,2
Jornada a tiempo parcial;08 Castilla - La Mancha;2;2016;814,6
Jornada a tiempo parcial;08 Castilla - La Mancha;2;2015;814,9
Jornada a tiempo parcial;08 Castilla - La Mancha;2;2014;778,5
Jornada a tiempo parcial;08 Castilla - La Mancha;2;2013;788,4
Jornada a tiempo parcial;08 Castilla - La Mancha;2;2012;777,7
Jornada a tiempo parcial;08 Castilla - La Mancha;2;2011;831,6
Jornada a tiempo parcial;08 Castilla - La Mancha;2;2010;844,3
Jornada a tiempo parcial;08 Castilla - La Mancha;2;2009;848,5
Jornada a tiempo parcial;08 Castilla - La Mancha;2;2008;844,9
Jornada a tiempo parcial;08 Castilla - La Mancha;2;2007;812,9
Jornada a tiempo parcial;08 Castilla - La Mancha;2;2006;763,6
Jornada a tiempo parcial;08 Castilla - La Mancha;3;2024;1.513,4
Jornada a tiempo parcial;08 Castilla - La Mancha;3;2023;1.440,7
Jornada a tiempo parcial;08 Castilla - La Mancha;3;2022;1.342,2
Jornada a tiempo parcial;08 Castilla - La Mancha;3;2021;1.257,7
Jornada a tiempo parcial;08 Castilla - La Mancha;3;2020;1.200,5
Jornada a tiempo parcial;08 Castilla - La Mancha;3;2019;1.209,1
Jornada a tiempo parcial;08 Castilla - La Mancha;3;2018;1.159,9
Jornada a tiempo parcial;08 Castilla - La Mancha;3;2017;1.116,3
Jornada a tiempo parcial;08 Castilla - La Mancha;3;2016;1.088,8
Jornada a tiempo parcial;08 Castilla - La Mancha;3;2015;1.084,9
Jornada a tiempo parcial;08 Castilla - La Mancha;3;2014;1.058,8
Jornada a tiempo parcial;08 Castilla - La Mancha;3;2013;1.089,4
Jornada a tiempo parcial;08 Castilla - La Mancha;3;2012;1.104,7
Jornada a tiempo parcial;08 Castilla - La Mancha;3;2011;1.123,2
Jornada a tiempo parcial;08 Castilla - La Mancha;3;2010;1.127,5
Jornada a tiempo parcial;08 Castilla - La Mancha;3;2009;1.118,5
Jornada a tiempo parcial;08 Castilla - La Mancha;3;2008;1.107,4
Jornada a tiempo parcial;08 Castilla - La Mancha;3;2007;1.042,0
Jornada a tiempo parcial;08 Castilla - La Mancha;3;2006;984,3
Jornada a tiempo parcial;08 Castilla - La Mancha;4;2024;1.666,9
Jornada a tiempo parcial;08 Castilla - La Mancha;4;2023;1.627,7
Jornada a tiempo parcial;08 Castilla - La Mancha;4;2022;1.538,6
Jornada a tiempo parcial;08 Castilla - La Mancha;4;2021;1.437,2
Jornada a tiempo parcial;08 Castilla - La Mancha;4;2020;1.415,3
Jornada a tiempo parcial;08 Castilla - La Mancha;4;2019;1.412,3
Jornada a tiempo parcial;08 Castilla - La Mancha;4;2018;1.369,3
Jornada a tiempo parcial;08 Castilla - La Mancha;4;2017;1.341,3
Jornada a tiempo parcial;08 Castilla - La Mancha;4;2016;1.319,7
Jornada a tiempo parcial;08 Castilla - La Mancha;4;2015;1.298,7
Jornada a tiempo parcial;08 Castilla - La Mancha;4;2014;1.313,4
Jornada a tiempo parcial;08 Castilla - La Mancha;4;2013;1.302,8
Jornada a tiempo parcial;08 Castilla - La Mancha;4;2012;1.309,0
Jornada a tiempo parcial;08 Castilla - La Mancha;4;2011;1.318,4
Jornada a tiempo parcial;08 Castilla - La Mancha;4;2010;1.284,8
Jornada a tiempo parcial;08 Castilla - La Mancha;4;2009;1.278,7
Jornada a tiempo parcial;08 Castilla - La Mancha;4;2008;1.248,9
Jornada a tiempo parcial;08 Castilla - La Mancha;4;2007;1.200,6
Jornada a tiempo parcial;08 Castilla - La Mancha;4;2006;1.140,8
Jornada a tiempo parcial;08 Castilla - La Mancha;5;2024;1.826,9
Jornada a tiempo parcial;08 Castilla - La Mancha;5;2023;1.772,3
Jornada a tiempo parcial;08 Castilla - La Mancha;5;2022;1.694,6
Jornada a tiempo parcial;08 Castilla - La Mancha;5;2021;1.607,3
Jornada a tiempo parcial;08 Castilla - La Mancha;5;2020;1.630,2
Jornada a tiempo parcial;08 Castilla - La Mancha;5;2019;1.568,7
Jornada a tiempo parcial;08 Castilla - La Mancha;5;2018;1.563,1
Jornada a tiempo parcial;08 Castilla - La Mancha;5;2017;1.500,9
Jornada a tiempo parcial;08 Castilla - La Mancha;5;2016;1.528,1
Jornada a tiempo parcial;08 Castilla - La Mancha;5;2015;1.488,4
Jornada a tiempo parcial;08 Castilla - La Mancha;5;2014;1.443,6
Jornada a tiempo parcial;08 Castilla - La Mancha;5;2013;1.491,8
Jornada a tiempo parcial;08 Castilla - La Mancha;5;2012;1.489,1
Jornada a tiempo parcial;08 Castilla - La Mancha;5;2011;1.465,3
Jornada a tiempo parcial;08 Castilla - La Mancha;5;2010;1.464,2
Jornada a tiempo parcial;08 Castilla - La Mancha;5;2009;1.452,6
Jornada a tiempo parcial;08 Castilla - La Mancha;5;2008;1.388,9
Jornada a tiempo parcial;08 Castilla - La Mancha;5;2007;1.380,0
Jornada a tiempo parcial;08 Castilla - La Mancha;5;2006;1.228,5
Jornada a tiempo parcial;08 Castilla - La Mancha;6;2024;2.173,5
Jornada a tiempo parcial;08 Castilla - La Mancha;6;2023;1.994,1
Jornada a tiempo parcial;08 Castilla - La Mancha;6;2022;1.906,3
Jornada a tiempo parcial;08 Castilla - La Mancha;6;2021;1.888,0
Jornada a tiempo parcial;08 Castilla - La Mancha;6;2020;1.773,6
Jornada a tiempo parcial;08 Castilla - La Mancha;6;2019;1.717,0
Jornada a tiempo parcial;08 Castilla - La Mancha;6;2018;1.676,5
Jornada a tiempo parcial;08 Castilla - La Mancha;6;2017;1.673,6
Jornada a tiempo parcial;08 Castilla - La Mancha;6;2016;1.686,5
Jornada a tiempo parcial;08 Castilla - La Mancha;6;2015;1.727,6
Jornada a tiempo parcial;08 Castilla - La Mancha;6;2014;1.662,9
Jornada a tiempo parcial;08 Castilla - La Mancha;6;2013;1.784,1
Jornada a tiempo parcial;08 Castilla - La Mancha;6;2012;1.694,8
Jornada a tiempo parcial;08 Castilla - La Mancha;6;2011;1.705,8
Jornada a tiempo parcial;08 Castilla - La Mancha;6;2010;1.677,7
Jornada a tiempo parcial;08 Castilla - La Mancha;6;2009;1.595,0
Jornada a tiempo parcial;08 Castilla - La Mancha;6;2008;1.535,6
Jornada a tiempo parcial;08 Castilla - La Mancha;6;2007;1.538,4
Jornada a tiempo parcial;08 Castilla - La Mancha;6;2006;1.464,8
Jornada a tiempo parcial;08 Castilla - La Mancha;7;2024;2.338,3
Jornada a tiempo parcial;08 Castilla - La Mancha;7;2023;2.312,3
Jornada a tiempo parcial;08 Castilla - La Mancha;7;2022;2.314,6
Jornada a tiempo parcial;08 Castilla - La Mancha;7;2021;2.132,3
Jornada a tiempo parcial;08 Castilla - La Mancha;7;2020;2.011,4
Jornada a tiempo parcial;08 Castilla - La Mancha;7;2019;2.052,1
Jornada a tiempo parcial;08 Castilla - La Mancha;7;2018;2.007,7
Jornada a tiempo parcial;08 Castilla - La Mancha;7;2017;1.937,7
Jornada a tiempo parcial;08 Castilla - La Mancha;7;2016;1.920,1
Jornada a tiempo parcial;08 Castilla - La Mancha;7;2015;1.936,5
Jornada a tiempo parcial;08 Castilla - La Mancha;7;2014;..
Jornada a tiempo parcial;08 Castilla - La Mancha;7;2013;2.030,2
Jornada a tiempo parcial;08 Castilla - La Mancha;7;2012;1.943,4
